rpm,real_w,speed,target_current,real_pos,pos,I6,I7
-0.205182,0.092962,9.832219,0.016121,0.002981,0.003212,0.000000,0.000000
-0.205111,0.092969,9.832317,0.020382,0.011503,-0.011702,0.000000,0.000000
-0.204993,0.092955,9.832374,0.020382,0.009372,-0.007441,0.000000,0.000000
-0.204845,0.092965,9.832379,0.032100,0.000850,-0.006375,0.000000,0.000000
-0.204589,0.092957,9.832246,0.007599,0.001916,-0.001049,0.000000,0.000000
-0.204351,0.092951,9.832129,-0.007315,0.012568,0.003212,0.000000,0.000000
-0.204209,0.092934,9.832099,-0.006249,-0.006607,-0.011702,0.000000,0.000000
-0.203943,0.092881,9.832103,-0.007315,0.010438,0.014930,0.000000,0.000000
-0.203710,0.092795,9.832072,0.016121,0.007242,0.015995,0.000000,0.000000
-0.203411,0.092758,9.832093,0.000142,-0.016194,-0.001049,0.000000,0.000000
-0.203089,0.092825,9.832168,-0.014772,-0.007672,-0.003180,0.000000,0.000000
-0.202923,0.092943,9.832299,-0.000923,-0.006607,-0.025550,0.000000,0.000000
-0.202746,0.093021,9.832497,0.000142,-0.001280,0.014930,0.000000,0.000000
-0.202581,0.093102,9.832688,-0.006249,-0.000215,-0.007441,0.000000,0.000000
-0.202387,0.093161,9.832966,0.003338,0.007242,0.003212,0.000000,0.000000
-0.202294,0.093225,9.833163,0.018252,0.002981,0.022387,0.000000,0.000000
-0.202217,0.093360,9.833399,0.008664,-0.005541,-0.001049,0.000000,0.000000
-0.202251,0.093494,9.833535,-0.001988,0.015764,-0.009571,0.000000,0.000000
-0.202217,0.093619,9.833679,0.018252,-0.003411,0.006408,0.000000,0.000000
-0.202128,0.093743,9.833801,0.018252,0.009372,0.000016,0.000000,0.000000
-0.202097,0.093895,9.834006,0.000142,-0.009802,-0.023420,0.000000,0.000000
-0.202108,0.094047,9.834348,0.013991,0.013633,0.022387,0.000000,0.000000
-0.202085,0.094276,9.834589,-0.004119,0.010438,0.005343,0.000000,0.000000
-0.201953,0.094415,9.834858,0.010795,-0.005541,-0.006375,0.000000,0.000000
-0.201811,0.094539,9.835034,0.020382,0.022156,0.006408,0.000000,0.000000
-0.201685,0.094613,9.835234,0.008664,0.014699,0.000016,0.000000,0.000000
-0.201562,0.094767,9.835436,-0.007315,0.012568,-0.001049,0.000000,0.000000
-0.201479,0.094836,9.835679,0.006534,0.007242,-0.007441,0.000000,0.000000
-0.201343,0.094888,9.835927,0.023578,0.005111,-0.013832,0.000000,0.000000
-0.201194,0.094971,9.836233,0.001207,0.016829,-0.014898,0.000000,0.000000
-0.201058,0.095040,9.836453,-0.003054,0.009372,-0.013832,0.000000,0.000000
-0.200949,0.095101,9.836690,-0.005184,0.005111,0.011734,0.000000,0.000000
-0.200797,0.095136,9.836756,0.011860,0.020025,-0.008506,0.000000,0.000000
-0.200597,0.095119,9.836617,0.009729,-0.014063,-0.002114,0.000000,0.000000
-0.200370,0.095044,9.836515,0.006534,0.000850,0.001081,0.000000,0.000000
-0.200147,0.094975,9.836393,0.003338,-0.010868,-0.014898,0.000000,0.000000
-0.199875,0.094852,9.836135,0.001207,0.008307,0.011734,0.000000,0.000000
-0.199648,0.094705,9.835896,0.001207,0.022156,-0.014898,0.000000,0.000000
-0.199474,0.094614,9.835629,0.012925,0.022156,-0.003180,0.000000,0.000000
-0.199365,0.094485,9.835287,0.008664,-0.003411,-0.034072,0.000000,0.000000
-0.199297,0.094442,9.834969,0.011860,0.013633,-0.003180,0.000000,0.000000
-0.199355,0.094365,9.834773,-0.006249,0.016829,-0.013832,0.000000,0.000000
-0.199307,0.094287,9.834546,0.001207,0.014699,-0.022354,0.000000,0.000000
-0.199301,0.094212,9.834299,0.007599,0.012568,0.000016,0.000000,0.000000
-0.199290,0.094144,9.834143,0.003338,0.036004,0.004277,0.000000,0.000000
-0.199338,0.094050,9.833996,0.010795,0.010438,0.015995,0.000000,0.000000
-0.199295,0.093944,9.833829,0.005468,0.028547,0.028778,0.000000,0.000000
-0.199351,0.093709,9.833673,0.013991,-0.007672,-0.003180,0.000000,0.000000
-0.199281,0.093532,9.833527,0.006534,-0.005541,0.020256,0.000000,0.000000
-0.199141,0.093341,9.833327,0.006534,0.005111,-0.008506,0.000000,0.000000
-0.198981,0.093209,9.833117,-0.006249,0.009372,0.011734,0.000000,0.000000
-0.198966,0.093128,9.832987,0.008664,-0.008737,0.008538,0.000000,0.000000
-0.199074,0.093111,9.832870,-0.004119,-0.002346,-0.004245,0.000000,0.000000
-0.199221,0.093021,9.832827,0.008664,0.010438,0.006408,0.000000,0.000000
-0.199583,0.092888,9.832728,-0.015837,-0.005541,0.004277,0.000000,0.000000
-0.199928,0.092710,9.832765,0.003338,0.017894,0.003212,0.000000,0.000000
-0.200253,0.092638,9.832885,0.013991,0.029612,-0.002114,0.000000,0.000000
-0.200544,0.092597,9.833014,0.006534,0.011503,0.018126,0.000000,0.000000
-0.200879,0.092482,9.833174,0.006534,-0.000215,0.004277,0.000000,0.000000
-0.201199,0.092330,9.833282,-0.010511,0.004046,-0.025550,0.000000,0.000000
-0.201527,0.092161,9.833385,0.005468,0.011503,-0.009571,0.000000,0.000000
-0.201831,0.091986,9.833537,-0.005184,0.011503,0.004277,0.000000,0.000000
-0.202129,0.091839,9.833616,-0.014772,0.013633,0.000016,0.000000,0.000000
-0.202446,0.091759,9.833711,-0.013706,0.007242,-0.001049,0.000000,0.000000
-0.202725,0.091684,9.833757,-0.008380,0.005111,-0.006375,0.000000,0.000000
-0.203027,0.091685,9.833821,-0.006249,0.010438,0.014930,0.000000,0.000000
-0.203258,0.091677,9.833765,-0.006249,0.000850,-0.003180,0.000000,0.000000
-0.203405,0.091745,9.833755,0.018252,0.015764,-0.007441,0.000000,0.000000
-0.203511,0.091807,9.833744,-0.001988,-0.000215,-0.009571,0.000000,0.000000
-0.203663,0.091965,9.833683,0.003338,0.008307,-0.013832,0.000000,0.000000
-0.203664,0.092165,9.833661,0.016121,-0.005541,-0.008506,0.000000,0.000000
-0.203697,0.092200,9.833716,-0.000923,-0.000215,0.000016,0.000000,0.000000
-0.203624,0.092135,9.833726,0.021447,0.024286,-0.012767,0.000000,0.000000
-0.203543,0.092039,9.833731,0.005468,0.010438,0.014930,0.000000,0.000000
-0.203415,0.092028,9.833739,0.011860,0.014699,0.001081,0.000000,0.000000
-0.203298,0.091941,9.833740,0.008664,-0.015129,0.002147,0.000000,0.000000
-0.203272,0.091859,9.833671,0.001207,-0.016194,0.002147,0.000000,0.000000
-0.203167,0.091824,9.833543,0.004403,0.015764,0.005343,0.000000,0.000000
-0.203038,0.091799,9.833357,0.013991,-0.014063,0.020256,0.000000,0.000000
-0.202877,0.091866,9.833243,-0.009445,-0.005541,-0.018093,0.000000,0.000000
-0.202701,0.091828,9.833135,0.009729,0.005111,0.007473,0.000000,0.000000
-0.202491,0.091981,9.833060,-0.006249,-0.003411,-0.004245,0.000000,0.000000
-0.202275,0.092117,9.832980,0.007599,0.004046,0.000016,0.000000,0.000000
-0.202000,0.092280,9.832954,-0.003054,0.005111,0.005343,0.000000,0.000000
-0.201816,0.092531,9.832845,-0.004119,-0.010868,-0.005310,0.000000,0.000000
-0.201493,0.092804,9.832762,0.012925,0.016829,0.010669,0.000000,0.000000
-0.201245,0.093018,9.832653,0.006534,0.014699,-0.015963,0.000000,0.000000
-0.200996,0.093230,9.832546,0.005468,0.011503,0.011734,0.000000,0.000000
-0.200697,0.093341,9.832334,-0.006249,0.001916,-0.004245,0.000000,0.000000
-0.200432,0.093452,9.831981,0.012925,0.015764,-0.012767,0.000000,0.000000
-0.200141,0.093564,9.831628,0.025708,0.011503,-0.009571,0.000000,0.000000
-0.199896,0.093633,9.831342,-0.003054,-0.010868,0.002147,0.000000,0.000000
-0.199679,0.093702,9.831038,0.016121,0.006177,-0.008506,0.000000,0.000000
-0.199476,0.093778,9.830688,-0.012641,-0.003411,0.006408,0.000000,0.000000
-0.199269,0.093947,9.830360,0.004403,0.002981,-0.017028,0.000000,0.000000
-0.199067,0.094175,9.830038,0.010795,-0.005541,-0.017028,0.000000,0.000000
-0.198888,0.094297,9.829740,0.005468,0.021090,-0.022354,0.000000,0.000000
-0.198697,0.094367,9.829492,0.004403,-0.002346,0.002147,0.000000,0.000000
-0.198386,0.094513,9.829242,-0.006249,0.005111,-0.007441,0.000000,0.000000
-0.198107,0.094705,9.829002,0.016121,0.009372,-0.011702,0.000000,0.000000
-0.197983,0.094952,9.828812,0.005468,-0.016194,-0.013832,0.000000,0.000000
-0.197933,0.095195,9.828637,-0.010511,0.005111,0.007473,0.000000,0.000000
-0.197898,0.095392,9.828436,0.003338,-0.004476,0.005343,0.000000,0.000000
-0.197776,0.095529,9.828236,0.003338,0.005111,0.000016,0.000000,0.000000
-0.197732,0.095496,9.828124,0.012925,0.016829,0.009604,0.000000,0.000000
-0.197599,0.095494,9.828050,0.013991,0.029612,-0.017028,0.000000,0.000000
-0.197458,0.095487,9.827956,-0.007315,-0.018324,-0.017028,0.000000,0.000000
-0.197380,0.095576,9.827867,0.023578,0.013633,0.013865,0.000000,0.000000
-0.197367,0.095637,9.827823,0.010795,0.012568,-0.018093,0.000000,0.000000
-0.197412,0.095659,9.827811,0.009729,0.009372,0.007473,0.000000,0.000000
-0.197610,0.095724,9.827861,-0.003054,0.004046,0.007473,0.000000,0.000000
-0.197856,0.095805,9.827967,0.003338,-0.003411,-0.001049,0.000000,0.000000
-0.198163,0.095878,9.827991,0.009729,-0.001280,-0.006375,0.000000,0.000000
-0.198574,0.095881,9.828109,-0.004119,0.011503,-0.007441,0.000000,0.000000
-0.198941,0.095950,9.828165,-0.007315,0.001916,-0.013832,0.000000,0.000000
-0.199367,0.096108,9.828247,-0.003054,0.022156,-0.007441,0.000000,0.000000
-0.199621,0.096253,9.828236,0.005468,0.028547,-0.007441,0.000000,0.000000
-0.199895,0.096456,9.828162,0.009729,0.013633,-0.012767,0.000000,0.000000
-0.200107,0.096701,9.828178,0.010795,0.001916,-0.007441,0.000000,0.000000
-0.200285,0.096900,9.828218,-0.001988,-0.002346,-0.014898,0.000000,0.000000
-0.200407,0.097023,9.828377,-0.005184,0.009372,-0.003180,0.000000,0.000000
-0.200589,0.097255,9.828520,0.003338,-0.008737,0.010669,0.000000,0.000000
-0.200746,0.097415,9.828620,0.002273,-0.007672,0.001081,0.000000,0.000000
-0.200915,0.097488,9.828684,0.020382,0.014699,0.010669,0.000000,0.000000
-0.201047,0.097551,9.828906,0.025708,-0.006607,0.012799,0.000000,0.000000
-0.201145,0.097645,9.829170,0.000142,0.008307,-0.004245,0.000000,0.000000
-0.201327,0.097652,9.829339,0.001207,0.010438,0.007473,0.000000,0.000000
-0.201555,0.097690,9.829493,0.006534,-0.012998,-0.015963,0.000000,0.000000
-0.201837,0.097673,9.829583,0.011860,0.006177,0.001081,0.000000,0.000000
-0.201973,0.097669,9.829763,-0.003054,0.000850,-0.003180,0.000000,0.000000
-0.202000,0.097642,9.829941,0.010795,0.006177,-0.001049,0.000000,0.000000
-0.202028,0.097656,9.830149,0.004403,-0.014063,-0.002114,0.000000,0.000000
-0.202072,0.097689,9.830258,0.012925,0.005111,0.018126,0.000000,0.000000
-0.202132,0.097589,9.830342,0.012925,0.016829,0.026648,0.000000,0.000000
-0.202235,0.097414,9.830448,-0.008380,0.014699,-0.017028,0.000000,0.000000
-0.202353,0.097271,9.830486,-0.003054,-0.012998,-0.013832,0.000000,0.000000
-0.202523,0.097165,9.830387,0.009729,0.005111,-0.001049,0.000000,0.000000
-0.202627,0.097075,9.830379,-0.000923,0.002981,-0.009571,0.000000,0.000000
-0.202779,0.097029,9.830307,0.024643,-0.004476,0.005343,0.000000,0.000000
-0.202941,0.097026,9.830178,0.008664,0.025351,0.022387,0.000000,0.000000
-0.202992,0.097066,9.830221,0.002273,0.008307,-0.008506,0.000000,0.000000
-0.203088,0.097044,9.830337,-0.003054,0.008307,0.006408,0.000000,0.000000
-0.203178,0.096919,9.830552,-0.003054,-0.002346,0.004277,0.000000,0.000000
-0.203223,0.096793,9.830799,0.023578,0.007242,0.015995,0.000000,0.000000
-0.203410,0.096727,9.831152,0.009729,-0.015129,0.000016,0.000000,0.000000
-0.203587,0.096545,9.831415,-0.000923,-0.003411,0.005343,0.000000,0.000000
-0.203683,0.096325,9.831641,-0.001988,0.024286,-0.007441,0.000000,0.000000
-0.203703,0.096222,9.831852,0.021447,0.017894,0.000016,0.000000,0.000000
-0.203649,0.096070,9.832173,0.005468,-0.002346,-0.009571,0.000000,0.000000
-0.203643,0.095984,9.832477,0.007599,0.008307,-0.010636,0.000000,0.000000
-0.203585,0.095889,9.832841,0.009729,0.024286,0.008538,0.000000,0.000000
-0.203654,0.095703,9.833254,0.004403,-0.002346,-0.025550,0.000000,0.000000
-0.203808,0.095553,9.833674,-0.000923,-0.015129,0.001081,0.000000,0.000000
-0.203879,0.095408,9.834100,0.028904,0.007242,0.009604,0.000000,0.000000
-0.204001,0.095176,9.834445,0.006534,0.010438,-0.004245,0.000000,0.000000
-0.204061,0.094977,9.834833,-0.013706,0.009372,0.000016,0.000000,0.000000
-0.204022,0.094724,9.835179,0.018252,0.004046,0.000016,0.000000,0.000000
-0.204117,0.094436,9.835606,0.008664,0.012568,0.010669,0.000000,0.000000
-0.204290,0.094193,9.836024,0.012925,0.007242,-0.008506,0.000000,0.000000
-0.204569,0.094032,9.836405,-0.001988,-0.000215,0.007473,0.000000,0.000000
-0.204820,0.093960,9.836644,0.004403,-0.001280,0.002147,0.000000,0.000000
-0.204949,0.093825,9.836798,-0.001988,0.008307,0.009604,0.000000,0.000000
-0.205115,0.093643,9.836914,-0.004119,0.009372,-0.001049,0.000000,0.000000
-0.205259,0.093443,9.837044,0.013991,0.010438,-0.015963,0.000000,0.000000
-0.205417,0.093278,9.837160,0.016121,0.013633,0.014930,0.000000,0.000000
-0.205496,0.093040,9.837148,0.016121,-0.005541,0.011734,0.000000,0.000000
-0.205488,0.092861,9.837129,0.017186,0.005111,-0.019159,0.000000,0.000000
-0.205448,0.092746,9.837232,-0.001988,0.001916,-0.004245,0.000000,0.000000
-0.205397,0.092639,9.837365,0.010795,0.012568,0.004277,0.000000,0.000000
-0.205256,0.092579,9.837499,-0.008380,0.006177,-0.012767,0.000000,0.000000
-0.205189,0.092496,9.837578,0.010795,0.009372,0.004277,0.000000,0.000000
-0.205213,0.092383,9.837584,0.004403,0.012568,-0.021289,0.000000,0.000000
-0.205172,0.092258,9.837514,0.011860,0.004046,-0.009571,0.000000,0.000000
-0.205081,0.092082,9.837398,0.016121,0.011503,-0.009571,0.000000,0.000000
-0.204996,0.091950,9.837330,-0.000923,0.020025,-0.002114,0.000000,0.000000
-0.204895,0.091759,9.837267,0.016121,0.005111,0.003212,0.000000,0.000000
-0.204829,0.091602,9.837158,0.002273,0.013633,-0.006375,0.000000,0.000000
-0.204721,0.091450,9.837011,0.001207,0.000850,-0.003180,0.000000,0.000000
-0.204657,0.091201,9.836847,0.006534,0.004046,-0.008506,0.000000,0.000000
-0.204481,0.091103,9.836613,-0.001988,-0.009802,-0.010636,0.000000,0.000000
-0.204425,0.091105,9.836446,-0.008380,-0.000215,-0.007441,0.000000,0.000000
-0.204349,0.091045,9.836226,0.003338,-0.004476,-0.017028,0.000000,0.000000
-0.204370,0.090965,9.836104,-0.011576,-0.007672,-0.017028,0.000000,0.000000
-0.204387,0.090904,9.835917,0.002273,-0.003411,0.012799,0.000000,0.000000
-0.204331,0.090928,9.835725,0.008664,-0.001280,-0.003180,0.000000,0.000000
-0.204317,0.090927,9.835548,0.012925,0.001916,-0.012767,0.000000,0.000000
-0.204431,0.090811,9.835434,0.000142,-0.012998,-0.019159,0.000000,0.000000
-0.204587,0.090649,9.835290,-0.005184,0.016829,0.019191,0.000000,0.000000
-0.204640,0.090309,9.835172,0.009729,-0.001280,0.018126,0.000000,0.000000
-0.204606,0.089973,9.835096,-0.008380,0.004046,-0.002114,0.000000,0.000000
-0.204604,0.089723,9.835056,-0.001988,0.004046,-0.012767,0.000000,0.000000
-0.204555,0.089473,9.835066,0.024643,-0.003411,-0.004245,0.000000,0.000000
-0.204536,0.089290,9.835080,0.011860,0.016829,-0.018093,0.000000,0.000000
-0.204601,0.089197,9.835144,0.000142,0.036004,0.001081,0.000000,0.000000
-0.204703,0.089077,9.835251,-0.001988,0.000850,-0.005310,0.000000,0.000000
-0.205015,0.088984,9.835382,0.010795,0.017894,0.022387,0.000000,0.000000
-0.205239,0.088954,9.835504,0.007599,0.011503,-0.003180,0.000000,0.000000
-0.205433,0.088898,9.835621,0.003338,0.005111,0.002147,0.000000,0.000000
-0.205594,0.088847,9.835684,0.010795,0.000850,0.005343,0.000000,0.000000
-0.205655,0.088853,9.835722,-0.009445,0.002981,0.007473,0.000000,0.000000
-0.205755,0.088939,9.835765,0.004403,0.016829,-0.002114,0.000000,0.000000
-0.205988,0.088963,9.835868,-0.005184,-0.009802,-0.017028,0.000000,0.000000
-0.206176,0.089020,9.835955,0.010795,0.007242,0.007473,0.000000,0.000000
-0.206360,0.089046,9.836051,-0.004119,0.012568,0.010669,0.000000,0.000000
-0.206582,0.089164,9.836106,0.000142,0.017894,-0.023420,0.000000,0.000000
-0.206784,0.089279,9.836094,-0.006249,-0.002346,0.010669,0.000000,0.000000
-0.206892,0.089433,9.836186,0.026774,0.001916,-0.003180,0.000000,0.000000
-0.206987,0.089594,9.836226,0.010795,0.006177,-0.007441,0.000000,0.000000
-0.207129,0.089791,9.836277,0.011860,0.012568,-0.020224,0.000000,0.000000
-0.207280,0.089944,9.836353,0.010795,0.004046,-0.005310,0.000000,0.000000
-0.207515,0.089966,9.836444,0.015056,0.004046,-0.021289,0.000000,0.000000
-0.207731,0.089889,9.836502,0.004403,0.007242,0.007473,0.000000,0.000000
-0.207862,0.089775,9.836499,0.004403,0.014699,0.007473,0.000000,0.000000
-0.208035,0.089724,9.836382,-0.004119,0.020025,0.006408,0.000000,0.000000
-0.208301,0.089638,9.836254,-0.013706,0.002981,-0.009571,0.000000,0.000000
-0.208461,0.089495,9.836059,-0.001988,-0.009802,-0.001049,0.000000,0.000000
-0.208596,0.089396,9.835813,0.006534,-0.006607,-0.010636,0.000000,0.000000
-0.208647,0.089355,9.835591,0.008664,0.013633,-0.005310,0.000000,0.000000
-0.208538,0.089238,9.835377,0.005468,0.024286,0.003212,0.000000,0.000000
-0.208368,0.089072,9.835215,0.001207,0.000850,0.025583,0.000000,0.000000
-0.208235,0.088839,9.835089,-0.006249,0.012568,0.001081,0.000000,0.000000
-0.208153,0.088662,9.834928,0.023578,0.006177,0.010669,0.000000,0.000000
-0.208172,0.088470,9.834822,0.007599,-0.008737,-0.006375,0.000000,0.000000
-0.208077,0.088298,9.834617,0.017186,0.009372,-0.019159,0.000000,0.000000
-0.207826,0.088041,9.834352,0.012925,0.004046,0.004277,0.000000,0.000000
-0.207630,0.088035,9.834076,0.007599,0.025351,0.001081,0.000000,0.000000
-0.207407,0.088063,9.833767,-0.004119,0.002981,-0.018093,0.000000,0.000000
-0.207234,0.088126,9.833303,-0.007315,-0.000215,-0.004245,0.000000,0.000000
-0.207021,0.088147,9.832881,0.006534,-0.001280,-0.012767,0.000000,0.000000
-0.206922,0.088191,9.832539,-0.006249,-0.000215,-0.023420,0.000000,0.000000
-0.206819,0.088290,9.832080,-0.015837,0.005111,-0.004245,0.000000,0.000000
-0.206727,0.088432,9.831622,0.005468,-0.003411,0.023452,0.000000,0.000000
-0.206694,0.088591,9.831009,0.005468,0.020025,-0.001049,0.000000,0.000000
-0.206596,0.088764,9.830361,0.003338,-0.008737,-0.008506,0.000000,0.000000
-0.206400,0.088881,9.829696,0.005468,0.016829,-0.003180,0.000000,0.000000
-0.206162,0.088954,9.829084,0.019317,0.000850,-0.018093,0.000000,0.000000
-0.205912,0.089075,9.828443,-0.004119,-0.010868,-0.017028,0.000000,0.000000
-0.205622,0.089163,9.827824,0.008664,-0.004476,0.000016,0.000000,0.000000
-0.205374,0.089201,9.827247,0.001207,-0.003411,0.007473,0.000000,0.000000
-0.205019,0.089196,9.826729,0.002273,0.012568,0.002147,0.000000,0.000000
-0.204751,0.089175,9.826350,-0.000923,-0.018324,0.004277,0.000000,0.000000
-0.204496,0.089057,9.826053,-0.007315,-0.011933,0.002147,0.000000,0.000000
-0.204234,0.088978,9.825869,0.003338,-0.001280,-0.019159,0.000000,0.000000
-0.203894,0.088860,9.825774,0.007599,0.023221,-0.007441,0.000000,0.000000
-0.203571,0.088781,9.825595,0.026774,0.015764,0.004277,0.000000,0.000000
-0.203226,0.088672,9.825442,0.001207,-0.001280,-0.011702,0.000000,0.000000
-0.202946,0.088670,9.825279,0.011860,0.025351,0.019191,0.000000,0.000000
-0.202617,0.088699,9.825093,0.000142,0.008307,-0.007441,0.000000,0.000000
-0.202365,0.088711,9.824923,0.011860,-0.000215,-0.022354,0.000000,0.000000
-0.202077,0.088705,9.824801,-0.001988,0.005111,0.001081,0.000000,0.000000
-0.201873,0.088680,9.824697,0.012925,-0.003411,0.004277,0.000000,0.000000
-0.201627,0.088538,9.824582,-0.008380,0.002981,-0.017028,0.000000,0.000000
-0.201542,0.088447,9.824492,0.010795,-0.006607,-0.010636,0.000000,0.000000
-0.201408,0.088364,9.824467,0.005468,-0.001280,-0.002114,0.000000,0.000000
-0.201273,0.088324,9.824404,0.005468,0.029612,0.004277,0.000000,0.000000
-0.201142,0.088361,9.824263,0.003338,0.002981,0.007473,0.000000,0.000000
-0.200962,0.088478,9.824227,-0.000923,-0.017259,0.018126,0.000000,0.000000
-0.200735,0.088543,9.824174,-0.001988,0.000850,0.007473,0.000000,0.000000
-0.200554,0.088679,9.824233,0.003338,0.001916,0.003212,0.000000,0.000000
-0.200507,0.088740,9.824385,-0.008380,0.002981,0.003212,0.000000,0.000000
-0.200594,0.088758,9.824565,-0.009445,0.002981,-0.005310,0.000000,0.000000
-0.200864,0.088739,9.824808,0.004403,0.016829,0.001081,0.000000,0.000000
-0.201141,0.088724,9.825114,-0.000923,-0.000215,-0.012767,0.000000,0.000000
-0.201311,0.088787,9.825487,0.020382,0.023221,0.026648,0.000000,0.000000
-0.201486,0.088828,9.825904,-0.000923,-0.001280,0.002147,0.000000,0.000000
-0.201664,0.088851,9.826318,0.002273,-0.003411,0.010669,0.000000,0.000000
-0.201803,0.088882,9.826729,0.018252,0.009372,0.008538,0.000000,0.000000
-0.201885,0.088897,9.827120,0.011860,-0.000215,0.022387,0.000000,0.000000
-0.202013,0.088896,9.827440,-0.009445,0.027482,0.001081,0.000000,0.000000
-0.202160,0.088860,9.827792,0.007599,-0.002346,-0.003180,0.000000,0.000000
-0.202239,0.088782,9.828202,0.002273,0.002981,-0.002114,0.000000,0.000000
-0.202260,0.088832,9.828576,0.008664,0.015764,-0.005310,0.000000,0.000000
-0.202239,0.088832,9.828929,0.002273,0.027482,-0.024485,0.000000,0.000000
-0.202375,0.088871,9.829262,0.019317,0.006177,0.018126,0.000000,0.000000
-0.202528,0.088951,9.829595,0.012925,0.001916,0.008538,0.000000,0.000000
-0.202588,0.089006,9.829793,0.007599,0.000850,0.004277,0.000000,0.000000
-0.202681,0.089005,9.830022,0.009729,-0.001280,-0.006375,0.000000,0.000000
-0.202723,0.088918,9.830218,0.013991,0.027482,0.007473,0.000000,0.000000
-0.202807,0.088860,9.830468,0.012925,0.000850,0.009604,0.000000,0.000000
-0.202865,0.088858,9.830608,-0.010511,0.007242,-0.011702,0.000000,0.000000
-0.202906,0.088841,9.830745,0.004403,-0.004476,-0.017028,0.000000,0.000000
-0.203007,0.088836,9.830815,0.006534,-0.004476,-0.007441,0.000000,0.000000
-0.203038,0.088908,9.830901,0.004403,0.017894,0.004277,0.000000,0.000000
-0.203103,0.088936,9.831068,0.008664,0.016829,-0.001049,0.000000,0.000000
-0.203159,0.088997,9.831053,0.010795,0.001916,0.015995,0.000000,0.000000
-0.203165,0.088985,9.831024,0.002273,0.016829,-0.012767,0.000000,0.000000
-0.203085,0.088987,9.831117,0.002273,-0.011933,0.001081,0.000000,0.000000
-0.203099,0.088937,9.831176,0.029970,0.005111,0.014930,0.000000,0.000000
-0.203168,0.088838,9.831169,0.020382,0.015764,0.008538,0.000000,0.000000
-0.203132,0.088676,9.831216,0.012925,0.016829,-0.008506,0.000000,0.000000
-0.203177,0.088641,9.831148,0.007599,0.005111,-0.021289,0.000000,0.000000
-0.203490,0.088632,9.831086,0.010795,0.000850,0.013865,0.000000,0.000000
-0.203746,0.088621,9.831052,0.008664,0.000850,-0.005310,0.000000,0.000000
-0.204029,0.088602,9.831038,0.021447,0.004046,-0.010636,0.000000,0.000000
-0.204243,0.088653,9.830941,0.023578,0.010438,0.019191,0.000000,0.000000
-0.204347,0.088687,9.830823,0.002273,0.011503,-0.005310,0.000000,0.000000
-0.204462,0.088741,9.830589,0.010795,-0.002346,-0.035138,0.000000,0.000000
-0.204602,0.088840,9.830233,-0.004119,0.007242,-0.014898,0.000000,0.000000
-0.204720,0.089001,9.829907,-0.004119,0.015764,-0.011702,0.000000,0.000000
-0.204792,0.089166,9.829478,0.018252,0.000850,0.004277,0.000000,0.000000
-0.204838,0.089387,9.829067,0.002273,0.016829,-0.001049,0.000000,0.000000
-0.204767,0.089594,9.828702,0.022513,0.008307,0.001081,0.000000,0.000000
-0.204692,0.089671,9.828495,0.004403,-0.003411,-0.018093,0.000000,0.000000
-0.204672,0.089780,9.828295,0.007599,-0.007672,0.002147,0.000000,0.000000
-0.204662,0.089927,9.828183,0.005468,0.014699,0.002147,0.000000,0.000000
-0.204723,0.090105,9.828092,-0.009445,0.001916,-0.004245,0.000000,0.000000
-0.204775,0.090400,9.828179,0.000142,-0.003411,-0.020224,0.000000,0.000000
-0.204786,0.090611,9.828248,-0.006249,-0.001280,-0.018093,0.000000,0.000000
-0.204729,0.090843,9.828397,0.012925,0.006177,0.008538,0.000000,0.000000
-0.204612,0.091085,9.828543,-0.000923,-0.014063,0.012799,0.000000,0.000000
-0.204512,0.091346,9.828778,-0.004119,-0.000215,-0.007441,0.000000,0.000000
-0.204348,0.091510,9.828947,0.013991,0.000850,0.007473,0.000000,0.000000
-0.204220,0.091704,9.829082,-0.007315,0.001916,-0.003180,0.000000,0.000000
-0.204148,0.091876,9.829096,-0.000923,0.020025,0.000016,0.000000,0.000000
-0.204170,0.092099,9.829182,0.004403,0.016829,0.004277,0.000000,0.000000
-0.204145,0.092338,9.829243,0.000142,0.016829,-0.018093,0.000000,0.000000
-0.204214,0.092660,9.829335,0.013991,-0.003411,-0.010636,0.000000,0.000000
-0.204264,0.093040,9.829341,-0.015837,-0.000215,-0.011702,0.000000,0.000000
-0.204205,0.093441,9.829327,0.000142,0.011503,0.001081,0.000000,0.000000
-0.204014,0.093798,9.829278,0.008664,-0.003411,-0.031942,0.000000,0.000000
-0.203938,0.094133,9.829194,0.011860,-0.000215,0.023452,0.000000,0.000000
-0.203784,0.094469,9.829206,0.000142,-0.004476,0.010669,0.000000,0.000000
-0.203668,0.094779,9.829119,0.012925,0.022156,-0.022354,0.000000,0.000000
-0.203479,0.094889,9.829023,0.016121,0.011503,-0.008506,0.000000,0.000000
-0.203213,0.095001,9.828945,-0.001988,0.008307,0.003212,0.000000,0.000000
-0.202955,0.095021,9.828942,-0.001988,0.002981,0.000016,0.000000,0.000000
-0.202606,0.094994,9.828892,-0.008380,0.000850,-0.010636,0.000000,0.000000
-0.202169,0.094932,9.828864,0.016121,0.008307,-0.007441,0.000000,0.000000
-0.201595,0.094878,9.828937,0.004403,0.004046,-0.005310,0.000000,0.000000
-0.201001,0.094720,9.828977,0.008664,0.002981,-0.010636,0.000000,0.000000
-0.200439,0.094520,9.829060,-0.013706,0.017894,-0.007441,0.000000,0.000000
